,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
972,2347,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,125,Average,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
973,440,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,12/31/2018,213,Somewhat clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
974,1439,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,1/1/2018,419,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
975,730,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,215,Clean,Neutral,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
976,2747,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,150,Somewhat clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
977,1304,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,126,Somewhat clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
978,2249,Saturday,UNITED,BAKERSFIELD,West US,Small     ,Gates 70-90,12/31/2018,148,Clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
979,700,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,215,Somewhat clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
980,2161,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,12/31/2018,153,Average,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
981,3073,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/2018,335,Somewhat clean,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
982,3224,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,130,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
984,2749,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,180,Somewhat clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
985,2063,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,117,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
986,2618,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,90,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
987,1859,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,12/31/2018,175,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
988,2465,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,101,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
989,3267,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,12/31/2018,271,Clean,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
990,2972,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,12/31/2018,120,Somewhat clean,Neutral,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
991,1899,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
992,2039,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,12/31/2018,900,Average,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
993,1153,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,80,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
994,1134,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,120,Somewhat clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
995,198,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
996,1296,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,170,Somewhat clean,Neutral,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
997,2680,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,12/31/2018,142,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
998,2650,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,122,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
999,1534,Wednesday,ALASKA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,95,Average,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1000,1575,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,12/31/2018,150,Clean,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1001,2424,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,165,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1002,1071,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,355,Average,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1003,2798,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,110,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1004,2193,Wednesday,AER LINGUS,DUBLIN,eur,Large     ,Gates 91-102,12/31/2018,190,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1005,328,Thursday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,400,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1006,2967,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,165,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1007,1521,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,195,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1009,2813,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,130,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1010,3130,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,105,Average,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1011,1764,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,    Hub,Gates 50-59,12/31/2018,130,Somewhat clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1012,227,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,110,Average,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1013,1825,Monday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,12/31/2018,140,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1014,1483,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,12/31/2018,155,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1016,2853,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,217,Clean,Neutral,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1017,1782,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,180,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1018,1951,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,12/31/2018,175,Clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1019,329,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,225,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1020,1633,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,165,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1021,927,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,120,Clean,Very safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1022,258,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1023,2022,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1025,3263,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,286,Somewhat clean,Neutral,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1026,627,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,110,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1027,619,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,120,Clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1028,2961,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,110,Average,Somewhat safe,Neutral,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1029,2529,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,100,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1030,2202,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,225,Clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1031,2854,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,157,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1032,2265,Wednesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,12/31/2018,450,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1033,2359,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,120,Somewhat clean,Very safe,Somewhat satsified,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
1035,1625,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,445,Clean,Very safe,Very satisfied,Michael Ward,One of the other travelers was really loud and talkative and was making a scene and no one did anything about it
